201750,2,,9,23,101,873,"4,133","323,804","1,748,419","9,450,882","7,574,060","5,633,225","15,539",25,"9,741",0.000%,0.000%,0.000%,0.000%,0.000%,4433.333%,8.696%,0.990%,1.604%,0.411%,0.161%,0.159%,0.212%,0.192%,0.145%,0.129%,0.000%,0.000%,,,399,2,1,14,17,522,"2,783","20,029","14,568","8,146",20,,,"20,903",,1,23,30,887,"4,652","37,296","32,011","15,575",56,,,,,,,,
201749,2,,9,23,101,886,"4,178","329,468","1,789,275","9,482,860","7,573,157","5,510,174","14,714",25,"9,742",0.000%,0.000%,0.000%,0.000%,0.000%,844.444%,4.348%,0.000%,1.242%,0.191%,0.124%,0.139%,0.189%,0.150%,0.114%,0.150%,0.000%,0.000%,,,76,1,,11,8,410,"2,491","17,908","11,369","6,306",22,,,"5,204",,,17,14,836,"4,035","32,685","32,114","11,620",45,,,,,,,,
201748,1,,9,23,94,804,"3,559","321,309","1,792,923","9,527,445","7,571,149","5,426,759","14,081",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,455.556%,0.000%,0.000%,0.871%,0.618%,0.106%,0.085%,0.103%,0.081%,0.068%,0.099%,0.000%,0.000%,,,41,,,7,22,340,"1,517","9,798","6,150","3,698",14,,,"20,883",,,9,50,582,"2,515","18,166","13,817","7,006",30,,,,,,,,
201747,1,,9,23,95,837,"3,605","333,742","1,863,657","9,582,061","7,571,851","5,302,636","11,096",25,2,0.000%,100.000%,0.000%,0.000%,0.000%,933.333%,8.696%,0.000%,1.553%,0.444%,0.142%,0.140%,0.168%,0.140%,0.110%,0.162%,0.000%,0.000%,1,1,84,2,,13,16,475,"2,613","16,136","10,616","5,854",18,,3,"4,371",1,,11,32,863,"4,075","29,437","23,218","11,060",43,,,,,,,,
201746,1,,9,23,96,861,"3,714","340,974","1,938,317","9,619,750","7,573,394","5,139,788","10,061",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,2033.333%,34.783%,2.083%,0.929%,0.350%,0.160%,0.160%,0.203%,0.175%,0.133%,0.149%,0.000%,0.000%,,,183,8,2,8,13,545,"3,104","19,494","13,235","6,834",15,,,"21,090",5,2,11,22,979,"5,149","36,237","44,723","13,133",30,,,,,,,,
201745,1,,9,23,120,875,"3,829","350,306","2,033,486","9,655,939","7,575,345","4,976,821","9,266",25,2,0.000%,200.000%,0.000%,0.000%,0.000%,2011.111%,17.391%,0.833%,1.143%,0.392%,0.174%,0.167%,0.208%,0.193%,0.141%,0.173%,0.000%,0.000%,2,,181,4,1,10,15,609,"3,396","20,055","14,631","7,010",16,,2,"23,042",3,5,15,18,"1,093","5,604","36,688","41,641","13,482",28,,,,,,,,
201744,1,,10,23,120,919,"3,937","359,849","2,138,956","9,682,788","7,579,595","4,845,406","8,943",25,2,0.000%,200.000%,0.000%,0.000%,0.000%,1320.000%,0.000%,0.833%,1.197%,0.330%,0.175%,0.169%,0.221%,0.220%,0.144%,0.235%,0.000%,0.000%,2,,132,,1,11,13,630,"3,621","21,401","16,648","6,974",21,,4,"13,377",,1,18,19,"1,133","6,363","39,163","42,643","13,245",49,,,,,,,,
201743,1,,8,23,119,956,"4,076","368,174","2,231,590","9,706,892","7,583,356","4,691,094","8,485",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,737.500%,4.348%,0.000%,2.197%,0.368%,0.151%,0.124%,0.176%,0.154%,0.123%,0.082%,0.000%,0.000%,,,59,1,,21,15,555,"2,767","17,123","11,704","5,785",7,,,416,,,26,36,888,"4,645","30,767","27,253","10,784",24,,,,,,,,
201742,1,,8,23,146,990,"4,494","378,860","2,325,311","9,728,240","7,588,493","4,564,360","7,662",25,2,0.000%,100.000%,0.000%,0.000%,0.000%,587.500%,17.391%,0.685%,1.414%,0.401%,0.217%,0.161%,0.217%,0.207%,0.143%,0.261%,0.000%,0.000%,1,,47,4,1,14,18,823,"3,753","21,065","15,690","6,529",20,,1,63,,2,18,32,"1,349","6,140","38,698","42,968","12,556",34,,,,,,,,
201741,1,,8,23,148,"1,043","4,677","394,020","2,404,728","9,744,206","7,587,154","4,422,630","6,976",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1125.000%,34.783%,0.676%,1.246%,0.449%,0.193%,0.159%,0.209%,0.197%,0.138%,0.143%,0.000%,0.000%,,,90,8,1,13,21,761,"3,827","20,368","14,954","6,101",10,,,"5,362",2,,19,42,"1,369","6,110","37,249","42,766","12,018",21,,,,,,,,
201740,1,,8,23,168,"1,071","4,877","404,881","2,530,828","9,765,770","7,588,542","4,294,460","6,343",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1150.000%,21.739%,0.000%,1.961%,0.390%,0.165%,0.139%,0.203%,0.198%,0.135%,0.189%,0.000%,0.000%,,,92,5,,21,19,669,"3,518","19,789","15,029","5,780",12,,,"17,702",,,28,28,"1,138","5,780","35,683","33,045","11,025",30,,,,,,,,
201739,1,,8,23,191,"1,110","5,148","418,242","2,635,135","9,785,349","7,590,973","4,148,812","5,719",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1175.000%,17.391%,0.524%,2.162%,0.389%,0.202%,0.166%,0.220%,0.215%,0.147%,0.105%,0.000%,0.000%,,,94,4,1,24,20,844,"4,373","21,555","16,291","6,088",6,,,"8,974",1,1,34,41,"1,387","7,176","38,729","38,645","11,509",12,,,,,,,,
201738,1,,8,23,194,"1,132","5,386","432,040","2,749,500","9,800,251","7,582,701","3,944,869","5,156",25,2,0.000%,100.000%,0.000%,0.000%,0.000%,1187.500%,8.696%,0.515%,1.943%,0.576%,0.180%,0.155%,0.218%,0.210%,0.178%,0.039%,0.000%,0.000%,1,1,95,2,1,22,31,779,"4,270","21,346","15,947","7,040",2,,1,"6,354",1,2,34,57,"1,381","7,008","37,801","33,927","10,297",5,,,,,,,,
201737,1,,8,23,197,"1,149","5,740","447,570","2,862,250","9,809,847","7,586,645","3,775,677","4,661",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1075.000%,17.391%,0.508%,1.131%,0.505%,0.187%,0.151%,0.214%,0.209%,0.143%,0.129%,0.000%,0.000%,,,86,4,1,13,29,835,"4,319","21,041","15,869","5,413",6,,,"3,493",,1,19,68,"1,428","6,955","38,144","40,026","10,190",9,,,,,,,,
201736,1,,8,23,201,"1,156","5,784","463,002","2,970,981","9,815,062","7,588,265","3,612,650","3,850",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1212.500%,13.043%,0.000%,1.471%,0.380%,0.172%,0.147%,0.205%,0.188%,0.137%,0.078%,0.000%,0.000%,,,97,3,,17,22,797,"4,373","20,153","14,233","4,954",3,,,"8,286",,,20,42,"1,437","7,176","35,804","30,055","9,531",10,,,,,,,,
201735,1,,8,23,207,"1,196","5,900","478,584","3,075,636","9,819,293","7,590,980","3,450,297","3,156",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1562.500%,43.478%,0.000%,1.839%,0.525%,0.198%,0.174%,0.220%,0.200%,0.151%,0.158%,0.000%,50.000%,,,125,10,,22,31,948,"5,346","21,601","15,177","5,209",5,1,,"28,164",6,,27,65,"1,527","8,432","38,698","35,651","9,818",9,1,,,,,,,
201734,1,,8,23,209,"1,210","6,089","494,533","3,161,280","9,826,117","7,599,344","3,304,143","2,017",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1450.000%,47.826%,1.435%,1.653%,1.380%,0.200%,0.155%,0.225%,0.260%,0.159%,0.248%,0.000%,0.000%,,,116,11,3,20,84,987,"4,885","22,146","19,737","5,255",5,,,"9,602",2,4,28,111,"1,712","8,158","40,293","38,830","9,891",13,,,,,,,,
201733,1,,7,23,258,"1,315","6,356","507,405","3,253,092","9,829,216","7,597,444","3,157,689","1,898",25,2,0.000%,100.000%,0.000%,0.000%,0.000%,1042.857%,39.130%,0.388%,1.521%,0.456%,0.183%,0.153%,0.215%,0.210%,0.151%,0.000%,0.000%,0.000%,1,,73,9,1,20,29,931,"4,967","21,113","15,936","4,759",,,2,717,9,1,31,47,"1,565","8,295","38,595","35,574","9,287",,,,,,,,,
201732,1,1,7,24,269,"1,344","6,664","524,538","3,339,968","9,830,556","7,596,198","3,026,446","1,595",25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1728.571%,41.667%,0.000%,2.232%,0.540%,0.171%,0.162%,0.196%,0.199%,0.140%,0.188%,0.000%,0.000%,,,121,10,,30,36,899,"5,422","19,304","15,148","4,249",3,,,"21,994",1,,35,63,"1,548","9,489","34,685","30,943","7,965",1,,,,,,,,
201731,1,1,7,31,274,"1,368","6,798","539,796","3,424,793","9,845,275","7,597,774","2,885,062","1,304",25,2,0.000%,200.000%,0.000%,0.000%,0.000%,2100.000%,32.258%,0.000%,1.535%,0.574%,0.188%,0.152%,0.212%,0.248%,0.144%,0.077%,0.000%,0.000%,2,1,147,10,,21,39,"1,016","5,211","20,834","18,816","4,148",1,,3,"14,730",5,,35,75,"1,776","8,627","37,550","42,695","8,166",1,,,,,,,,
201730,1,1,7,31,289,"1,381","7,097","554,995","3,512,703","9,854,454","7,597,856","2,750,317",915,25,2,0.000%,0.000%,0.000%,0.000%,0.000%,4385.714%,70.968%,0.346%,0.652%,0.634%,0.177%,0.146%,0.215%,0.223%,0.153%,0.000%,0.000%,0.000%,,,307,22,1,9,45,983,"5,119","21,180","16,961","4,201",,,,"60,440",26,1,16,85,"1,644","8,533","38,149","36,298","8,112",,,,,,,,,
201729,1,1,7,31,293,"1,410","7,296","570,605","3,597,594","9,857,816","7,596,532","2,625,230",366,25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1585.714%,29.032%,0.000%,1.277%,0.343%,0.171%,0.165%,0.222%,0.275%,0.149%,0.000%,0.000%,50.000%,,,111,9,,18,25,978,"5,919","21,884","20,926","3,907",,1,,"1,396",7,,24,40,"1,669","10,551","40,734","47,825","7,516",,3,,,,,,,
201728,1,1,7,31,295,"1,448","7,525","585,703","3,680,562","9,867,302","7,592,199","2,499,131",160,25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1628.571%,54.839%,0.678%,1.657%,0.598%,0.185%,0.166%,0.223%,0.197%,0.147%,0.000%,0.000%,0.000%,,,114,17,2,24,45,"1,082","6,098","22,045","14,942","3,673",,,,943,24,3,37,42,"2,010","11,923","40,396","38,216","7,040",,,,,,,,,
201727,1,1,7,31,310,"1,474","7,791","610,094","3,796,232","9,881,010","7,582,400","2,386,131",27,25,2,0.000%,200.000%,0.000%,0.000%,0.000%,1214.286%,41.935%,0.323%,1.289%,0.449%,0.186%,0.138%,0.205%,0.186%,0.143%,0.000%,0.000%,0.000%,2,,85,13,1,19,35,"1,136","5,257","20,240","14,129","3,424",,,9,"2,232",7,1,23,66,"2,025","8,821","40,413","36,622","6,414",,,,,,,,,
201726,1,1,7,30,327,"1,555","8,049","635,281","3,920,105","9,890,391","7,586,024","2,244,798",27,25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1157.143%,70.000%,0.917%,1.350%,0.224%,0.186%,0.139%,0.206%,0.247%,0.141%,0.000%,0.000%,0.000%,,,81,21,3,21,18,"1,180","5,467","20,356","18,734","3,171",,,,"3,642",16,5,38,25,"2,097","9,845","39,588","49,343","6,000",,,,,,,,,
201725,1,1,7,30,336,"1,684","8,468","658,788","4,036,002","9,894,513","7,572,957","2,066,146",25,25,2,0.000%,200.000%,0.000%,0.000%,0.000%,1714.286%,70.000%,0.595%,1.010%,0.413%,0.186%,0.252%,0.232%,0.294%,0.138%,0.000%,0.000%,0.000%,2,,120,21,2,17,35,"1,227","10,181","22,936","22,259","2,849",,,1,"11,073",16,3,25,62,"2,245","19,735","46,216","53,966","5,162",,,,,,,,,
201724,1,1,7,30,358,"1,768","8,805","683,139","4,159,182","9,903,908","7,552,742","1,906,714",24,25,2,0.000%,0.000%,0.000%,0.000%,0.000%,1528.571%,53.333%,0.279%,0.566%,0.398%,0.179%,0.143%,0.217%,0.234%,0.148%,0.000%,0.000%,50.000%,,,107,16,1,10,35,"1,220","5,958","21,456","17,702","2,830",,1,,"4,715",10,2,23,64,"2,123","11,318","39,072","60,979","5,131",,1,,,,,,,
201723,1,1,7,31,383,"1,820","9,511","702,704","4,258,730","9,905,923","7,537,249","1,758,531",24,25,2,0.000%,100.000%,0.000%,0.000%,0.000%,1100.000%,41.935%,0.000%,1.484%,0.357%,0.166%,0.127%,0.180%,0.206%,0.132%,0.000%,0.000%,0.000%,1,,77,13,,27,34,"1,164","5,407","17,817","15,544","2,314",,,4,"6,662",17,,48,60,"2,719","11,691","47,660","64,866","4,109",,,,,,,,,
201722,1,1,6,31,490,"1,936","11,283","725,116","4,351,019","9,912,110","7,510,815","1,636,710",24,25,2,0.000%,200.000%,0.000%,0.000%,0.000%,2200.000%,25.806%,0.204%,1.136%,0.337%,0.166%,0.170%,0.204%,0.231%,0.146%,0.000%,0.000%,50.000%,2,,132,8,1,22,38,"1,207","7,403","20,175","17,346","2,384",,1,8,"10,519",6,1,59,60,"2,139","15,442","36,306","69,798","4,208",,1,,,,,,,
201721,1,1,6,31,541,"2,008","13,110","749,373","4,475,310","9,915,127","7,490,708","1,493,535",24,25,2,0.000%,600.000%,0.000%,0.000%,0.000%,3366.667%,96.774%,0.185%,1.046%,0.244%,0.192%,0.155%,0.251%,0.251%,0.156%,0.000%,0.000%,0.000%,6,2,202,30,1,21,32,"1,437","6,917","24,892","18,809","2,329",,,10,"17,521",24,2,36,69,"2,644","14,542","45,556","144,469","4,060",,,,,,,,,
201720,1,1,6,31,554,"2,892","14,388","769,794","4,576,745","9,915,819","7,457,290","1,343,093",24,25,2,0.000%,200.000%,0.000%,0.000%,0.000%,3666.667%,103.226%,0.181%,0.899%,0.327%,0.188%,0.155%,0.214%,0.231%,0.164%,0.000%,0.000%,0.000%,2,,220,32,1,26,47,"1,446","7,090","21,214","17,223","2,206",,,2,"24,465",25,1,50,101,"2,507","12,414","41,185","57,858","3,904",,,,,,,,,
201719,1,1,6,31,603,"3,007","15,779","789,838","4,671,117","9,914,518","7,425,519","1,204,699",24,25,2,0.000%,300.000%,0.000%,0.000%,0.000%,2266.667%,100.000%,0.000%,0.632%,0.292%,0.197%,0.154%,0.220%,0.222%,0.158%,0.000%,0.000%,0.000%,3,,136,31,,19,46,"1,555","7,192","21,842","16,487","1,903",,,7,"7,561",27,,32,87,"2,901","29,176","40,161","50,376","3,189",,,,,,,,,
201718,1,1,6,31,627,"3,290","18,038","813,156","4,766,803","9,915,228","7,406,035","1,075,190",24,25,2,0.000%,200.000%,0.000%,0.000%,0.000%,2366.667%,67.742%,0.000%,0.912%,0.305%,0.170%,0.143%,0.202%,0.186%,0.142%,0.000%,0.000%,0.000%,2,,142,21,,30,55,"1,383","6,812","20,040","13,751","1,529",,,8,"11,690",17,,45,91,"2,707","11,676","37,781","59,847","2,626",,,,,,,,,
201717,1,1,6,31,651,"3,387","20,422","830,436","4,868,696","9,915,930","7,374,170","949,440",24,25,2,0.000%,300.000%,0.000%,0.000%,0.000%,2816.667%,54.839%,0.154%,0.768%,0.299%,0.191%,0.153%,0.217%,0.245%,0.164%,0.000%,0.000%,0.000%,3,,169,17,1,26,61,"1,589","7,458","21,483","18,036","1,555",,,3,"8,236",17,1,47,105,"2,925","12,430","39,955","40,303","2,594",,,,,,,,,
201716,1,1,6,31,675,"3,664","23,472","848,716","4,957,578","9,913,822","7,350,323","837,551",24,25,2,0.000%,500.000%,0.000%,0.000%,0.000%,2350.000%,83.871%,0.148%,0.546%,0.273%,0.176%,0.158%,0.207%,0.210%,0.164%,0.000%,0.000%,0.000%,5,,141,26,1,20,64,"1,494","7,813","20,549","15,435","1,373",,,6,"4,136",24,,32,139,"2,725","12,781","37,831","42,375","2,278",,,,,,,,,
201715,1,1,6,31,734,"3,927","26,887","871,236","5,055,664","9,915,510","7,317,206","742,657",24,25,2,0.000%,400.000%,0.000%,0.000%,0.000%,3100.000%,83.871%,0.545%,0.535%,0.342%,0.186%,0.163%,0.220%,0.206%,0.173%,0.000%,0.000%,50.000%,4,,186,26,4,21,92,"1,621","8,228","21,822","15,066","1,286",,1,35,"11,709",21,5,37,174,"2,932","14,055","39,995","32,120","2,152",,2,,,,,,,
201714,1,1,6,31,760,"4,137","29,790","888,471","5,148,940","9,912,787","7,279,853","642,847",24,25,2,0.000%,0.000%,0.000%,0.000%,0.000%,2283.333%,77.419%,0.395%,0.798%,0.282%,0.178%,0.144%,0.203%,0.221%,0.159%,0.000%,0.000%,0.000%,,,137,24,3,33,84,"1,585","7,400","20,168","16,065","1,024",,,,"2,419",24,7,55,170,"2,862","12,589","37,816","30,433","1,707",,,,,,,,,
201713,1,1,6,32,793,"4,461","34,431","907,080","5,253,213","9,909,408","7,238,695","563,042",24,25,2,0.000%,200.000%,0.000%,0.000%,0.000%,3250.000%,62.500%,0.252%,0.852%,0.290%,0.191%,0.158%,0.216%,0.222%,0.179%,0.000%,0.000%,0.000%,2,,195,20,2,38,100,"1,730","8,311","21,447","16,048","1,006",,,2,"29,481",43,2,63,242,"3,249","13,622","38,188","35,953","1,721",,,,,,,,,
201712,1,1,6,34,811,"4,657","39,128","929,887","5,360,871","9,902,616","7,151,623","460,317",24,25,2,0.000%,100.000%,0.000%,0.000%,0.000%,2916.667%,85.294%,0.370%,0.709%,0.291%,0.189%,0.161%,0.221%,0.210%,0.210%,0.000%,0.000%,0.000%,1,,175,29,3,33,114,"1,761","8,622","21,844","15,000",965,,,1,"11,253",33,3,54,228,"3,219","14,046","38,331","42,038","1,625",,,,,,,,,
201711,1,1,6,40,823,"4,844","43,661","948,376","5,467,566","9,897,376","7,066,183","388,058",24,25,2,0.000%,200.000%,0.000%,0.000%,0.000%,3066.667%,102.500%,0.486%,0.681%,0.238%,0.179%,0.155%,0.213%,0.216%,0.195%,0.000%,0.000%,0.000%,2,,184,41,4,33,104,"1,699","8,471","21,066","15,237",757,,,2,"22,770",44,2,52,213,"3,134","14,018","38,160","31,694","1,376",,,,,,,,,
201710,1,1,6,53,853,"5,260","48,300","965,030","5,558,571","9,893,689","6,999,761","335,865",24,25,2,0.000%,300.000%,0.000%,0.000%,0.000%,2716.667%,54.717%,0.469%,0.646%,0.321%,0.185%,0.156%,0.211%,0.207%,0.196%,0.000%,0.000%,0.000%,3,,163,29,4,34,155,"1,786","8,698","20,923","14,471",658,,,10,"7,671",38,9,54,315,"3,195","14,500","38,596","36,211","1,096",,,,,,,,,
201709,1,1,8,56,"1,004","5,552","54,506","980,711","5,660,480","9,890,638","6,929,228","288,801",23,25,1,0.000%,0.000%,0.000%,0.000%,0.000%,2200.000%,39.286%,0.199%,1.045%,0.251%,0.176%,0.143%,0.194%,0.198%,0.203%,0.000%,0.000%,0.000%,,,176,22,2,58,137,"1,727","8,121","19,171","13,731",586,,,,"5,522",33,3,83,290,"3,195","14,038","35,776","32,076","1,106",,,,,,,,,
